Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.LN5576174-4,    348.267,   -48.63,    168.726,   179.57,    243.929,    73.55,          0,     0.00,    133.149,   -11.32,    348.267,   131.37,    168.726,    -0.43,    243.929,  -106.45,          0,     0.00,    133.149,   168.68,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5926301-1,    27.5122,   -60.11,    12.1801,   169.25,    25.1105,    60.54,          0,     0.00,    14.0985,     1.14,    27.5123,   119.89,    12.1802,   -10.75,    25.1106,  -119.47,          0,     0.00,    14.0985,  -178.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6078768-1,    128.695,   -37.87,    133.329,   -53.49,    97.5865,    41.61,          0,     0.00,    281.393,   -25.55,    128.695,   142.13,    133.328,   126.51,    97.5873,  -138.39,          0,     0.00,    281.393,   154.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6047578-1,     58.713,   -59.60,    8.07785,   169.95,    36.2944,    60.92,          0,     0.00,     43.117,   -23.96,    58.7134,   120.40,    8.07817,   -10.06,    36.2948,  -119.09,          0,     0.00,    43.1172,   156.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8961800-3,     3.1344,    61.05,          0,     0.00,          0,     0.00,          0,     0.00,     3.1344,    61.05,    3.13454,  -118.96,          0,     0.00,          0,     0.00,          0,     0.00,    3.13454,  -118.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5562927-1,    15.7869,   169.11,          0,     0.00,          0,     0.00,          0,     0.00,    15.7869,   169.11,    15.7871,   -10.89,          0,     0.00,          0,     0.00,          0,     0.00,    15.7871,   -10.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN81048107-1,    6.64526,   170.48,          0,     0.00,          0,     0.00,          0,     0.00,    6.64526,   170.48,    6.64601,    -9.54,          0,     0.00,          0,     0.00,          0,     0.00,    6.64601,    -9.54,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6320368-1,    22.7978,   -57.08,    27.4748,   170.21,    5.08668,    66.79,          0,     0.00,    16.0197,  -142.32,    22.7981,   122.92,    27.4752,    -9.79,    5.08707,  -113.23,          0,     0.00,    16.0197,    37.68,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5803293-1,     6.5492,    68.69,          0,     0.00,          0,     0.00,          0,     0.00,     6.5492,    68.69,    6.54975,  -111.32,          0,     0.00,          0,     0.00,          0,     0.00,    6.54975,  -111.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6138604-1,    19.4282,   -60.01,    22.9963,   168.91,    17.4173,    60.66,          0,     0.00,    5.13596,   147.25,    19.4286,   119.99,    22.9967,   -11.09,    17.4177,  -119.35,          0,     0.00,    5.13576,   -32.75,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8961799-1,    5.48012,    60.91,          0,     0.00,          0,     0.00,          0,     0.00,    5.48012,    60.91,    5.48065,  -119.11,          0,     0.00,          0,     0.00,          0,     0.00,    5.48065,  -119.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5957460-1,    2.90755,    68.70,          0,     0.00,          0,     0.00,          0,     0.00,    2.90755,    68.70,    2.90782,  -111.32,          0,     0.00,          0,     0.00,          0,     0.00,    2.90782,  -111.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6169261-1,    57.3764,   -59.48,    36.2287,   169.30,    74.8856,    60.13,          0,     0.00,    38.0135,    35.79,    57.3769,   120.51,    36.2293,   -10.70,    74.8863,  -119.87,          0,     0.00,    38.0133,  -144.21,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5836089-1,    10.6268,   -55.39,          0,     0.00,          0,     0.00,          0,     0.00,    10.6268,   -55.39,    10.6276,   124.59,          0,     0.00,          0,     0.00,          0,     0.00,    10.6276,   124.59,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5773028-1,    3.76214,   -60.18,          0,     0.00,          0,     0.00,          0,     0.00,    3.76214,   -60.18,    3.76239,   119.80,          0,     0.00,          0,     0.00,          0,     0.00,    3.76239,   119.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6138612-1,    1.49965,    66.75,          0,     0.00,          0,     0.00,          0,     0.00,    1.49965,    66.75,    1.50138,  -113.50,          0,     0.00,          0,     0.00,          0,     0.00,    1.50138,  -113.50,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6017304-1, 0.0000313518,    45.36,          0,     0.00,          0,     0.00,          0,     0.00, 0.0000313518,    45.36, 5.20625E-10,   116.57,          0,     0.00,          0,     0.00,          0,     0.00, 5.20625E-10,   116.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6440004-2,     1.5803,    60.53,          0,     0.00,          0,     0.00,          0,     0.00,     1.5803,    60.53,    1.58033,  -119.48,          0,     0.00,          0,     0.00,          0,     0.00,    1.58033,  -119.48,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5866308-1,    540.685,   -42.13,     174.56,  -136.05,    386.905,    70.79,          0,     0.00,    419.673,   -16.40,    540.685,   137.87,    174.559,    43.95,    386.905,  -109.21,          0,     0.00,    419.673,   163.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5562919-1,    12.3802,   170.12,          0,     0.00,          0,     0.00,          0,     0.00,    12.3802,   170.12,    12.3804,    -9.89,          0,     0.00,          0,     0.00,          0,     0.00,    12.3804,    -9.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6061814-1,    1.25271,   -60.21,          0,     0.00,          0,     0.00,          0,     0.00,    1.25271,   -60.21,    1.25304,   119.74,          0,     0.00,          0,     0.00,          0,     0.00,    1.25304,   119.74,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6291152-1,    7.26162,   -55.40,          0,     0.00,          0,     0.00,          0,     0.00,    7.26162,   -55.40,    7.26192,   124.60,          0,     0.00,          0,     0.00,          0,     0.00,    7.26192,   124.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5621864-1,     4.3804,   -53.88,    2.10412,   170.47,    5.30306,    63.78,          0,     0.00,    3.25251,    28.81,    4.38042,   126.12,    2.10415,    -9.53,    5.30309,  -116.22,          0,     0.00,    3.25251,  -151.19,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5712475-1,    1.09403,   169.26,          0,     0.00,          0,     0.00,          0,     0.00,    1.09403,   169.26,    1.09404,   -10.74,          0,     0.00,          0,     0.00,          0,     0.00,    1.09404,   -10.74,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5500984-1,    13.9889,   -55.39,          0,     0.00,          0,     0.00,          0,     0.00,    13.9889,   -55.39,    13.9889,   124.61,          0,     0.00,          0,     0.00,          0,     0.00,    13.9889,   124.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5472367-1,    1.50094,    66.55,          0,     0.00,          0,     0.00,          0,     0.00,    1.50094,    66.55,    1.50126,  -113.49,          0,     0.00,          0,     0.00,          0,     0.00,    1.50126,  -113.49,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5926309-3,    4.09081,   -57.03,          0,     0.00,          0,     0.00,          0,     0.00,    4.09081,   -57.03,    4.09133,   122.94,          0,     0.00,          0,     0.00,          0,     0.00,    4.09133,   122.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5625547-1,    7.86717,   171.83,          0,     0.00,          0,     0.00,          0,     0.00,    7.86717,   171.83,    7.86718,    -8.17,          0,     0.00,          0,     0.00,          0,     0.00,    7.86718,    -8.17,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6407748-2,    11.8513,   169.10,          0,     0.00,          0,     0.00,          0,     0.00,    11.8513,   169.10,    11.8514,   -10.90,          0,     0.00,          0,     0.00,          0,     0.00,    11.8514,   -10.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6199513-1,    1.89791,    60.36,          0,     0.00,          0,     0.00,          0,     0.00,    1.89791,    60.36,    1.89808,  -119.66,          0,     0.00,          0,     0.00,          0,     0.00,    1.89808,  -119.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6229795-3,    2.81064,   -59.45,          0,     0.00,          0,     0.00,          0,     0.00,    2.81064,   -59.45,    2.81069,   120.54,          0,     0.00,          0,     0.00,          0,     0.00,    2.81069,   120.54,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5895802-1,   0.756808,   168.95,          0,     0.00,          0,     0.00,          0,     0.00,   0.756808,   168.95,   0.756871,   -11.07,          0,     0.00,          0,     0.00,          0,     0.00,   0.756871,   -11.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5926293-1,      0.899,    65.18,          0,     0.00,          0,     0.00,          0,     0.00,      0.899,    65.18,   0.899342,  -114.90,          0,     0.00,          0,     0.00,          0,     0.00,   0.899342,  -114.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5916435-1, 0.000770156,   -86.18,          0,     0.00,          0,     0.00,          0,     0.00, 0.000770156,   -86.18, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,          0,     0.00, 7.27596E-12,   180.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6344714-1,    4.46985,   -60.30,          0,     0.00,          0,     0.00,          0,     0.00,    4.46985,   -60.30,    4.46986,   119.70,          0,     0.00,          0,     0.00,          0,     0.00,    4.46986,   119.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6077815-4,     9.9187,   -59.31,    34.7078,   168.75, 0.00565448,   168.52,          0,     0.00,    29.0375,  -176.53,    9.91904,   120.68,    34.7082,   -11.25, 0.00413731,   -11.47,          0,     0.00,    29.0375,     3.47,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6259993-1,    16.4541,    67.24,          0,     0.00,          0,     0.00,          0,     0.00,    16.4541,    67.24,    16.4545,  -112.77,          0,     0.00,          0,     0.00,          0,     0.00,    16.4545,  -112.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
